com.samsung.shealth.calories_burned.details,6105031,1
extra_data,version,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.day_time,com.samsung.shealth.calories_burned.deviceuuid
4f854c95-dced-48b7-8586-dd186d325a5b.extra_data.json,,0.0,5377778,com.sec.android.app.shealth,1577848072266,1575817200913,4f854c95-dced-48b7-8586-dd186d325a5b,1520.7776,395.52914,1575849600000,CHxXcBbd2u,
73e62114-e3a5-449f-86cd-abb1c7d5ee9d.extra_data.json,,0.0,1517482,com.sec.android.app.shealth,1577848073121,1577545201639,73e62114-e3a5-449f-86cd-abb1c7d5ee9d,1593.2349,87.41333,1577577600000,CHxXcBbd2u,
b2a4dcd0-7ab0-4438-96ff-84e5a34fb51e.extra_data.json,,0.0,5233008,com.sec.android.app.shealth,1574780401124,1574694000708,b2a4dcd0-7ab0-4438-96ff-84e5a34fb51e,1528.8281,344.04953,1574726400000,CHxXcBbd2u,
c0bb43e6-af31-480e-a757-348eb2e8deb2.extra_data.json,,0.0,4995251,com.sec.android.app.shealth,1571842801850,1571756400623,c0bb43e6-af31-480e-a757-348eb2e8deb2,1533.3065,334.93765,1571788800000,CHxXcBbd2u,
37024fc3-d125-4493-82ae-96caba81a96f.extra_data.json,,0.0,7829130,com.sec.android.app.shealth,1578150001104,1578063600325,37024fc3-d125-4493-82ae-96caba81a96f,1474.766,487.42004,1578096000000,CHxXcBbd2u,
223e7f05-e528-47ae-9e8f-4ff18ea88c58.extra_data.json,,0.0,3468817,com.sec.android.app.shealth,1577848072414,1576335600665,223e7f05-e528-47ae-9e8f-4ff18ea88c58,1556.6085,204.77998,1576368000000,CHxXcBbd2u,
48c7e4a2-5f91-457d-9bf2-092b027334d2.extra_data.json,,0.0,4866363,com.sec.android.app.shealth,1575298800613,1575212401132,48c7e4a2-5f91-457d-9bf2-092b027334d2,1535.7343,406.58237,1575244800000,CHxXcBbd2u,
dc379a2d-effc-4734-8e7c-e008d6648bf8.extra_data.json,,0.0,2940683,com.sec.android.app.shealth,1572401519869,1572274800847,dc379a2d-effc-4734-8e7c-e008d6648bf8,1572.0055,184.36867,1572307200000,CHxXcBbd2u,
6e96f6d1-eaa3-4b73-97c2-fe7e8269669a.extra_data.json,,0.0,7072387,com.sec.android.app.shealth,1578668623922,1578582000536,6e96f6d1-eaa3-4b73-97c2-fe7e8269669a,1488.97,443.007,1578614400000,CHxXcBbd2u,
6dea4a73-0fa5-4316-9828-b3ab29d207bc.extra_data.json,,0.0,5916575,com.sec.android.app.shealth,1577848072642,1576854001827,6dea4a73-0fa5-4316-9828-b3ab29d207bc,1510.6644,361.1199,1576886400000,CHxXcBbd2u,
