com.samsung.shealth.tracker.pedometer_step_count,6105031,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
49985,0,4,96,1595202293426,81.92,UTC+0900,,105,1595202240000,1.6388888,CHxXcBbd2u,1595202180000,com.sec.android.app.shealth,1595202293426,866e0842-a75c-4eb5-82cd-067ae1d73ea9,3.36,,
,0,,17,1594527479000,13.242554,UTC+0900,,17,1594527479000,1.4997478,xUcHHNl7co,1594527420000,com.sec.android.app.shealth,1594527479000,e0e1064a-8ca6-445e-eab2-33afcf3a46fa,0.59217834,,
46340,0,4,92,1595202293496,74.66,UTC+0900,,97,1595202300000,1.6111112,CHxXcBbd2u,1595202240000,com.sec.android.app.shealth,1595202293496,f8241788-36ce-4de7-9150-384b777eb83c,3.26,,
26773,0,4,42,1595202396747,40.16,UTC+0900,,56,1595202360000,1.5,CHxXcBbd2u,1595202300000,com.sec.android.app.shealth,1595202396747,2bce51e7-da69-4a14-b9ae-6e19178a460e,2.23,,
60000,0,4,115,1595214281463,92.94,UTC+0900,,119,1595214120000,1.5490001,CHxXcBbd2u,1595214060000,com.sec.android.app.shealth,1595214281463,78e2e594-5a7c-48a8-928e-f5e746ca6ccb,3.71,,
30360,0,4,7,1595202396817,45.9,UTC+0900,,111,1595202420000,1.5118332,CHxXcBbd2u,1595202360000,com.sec.android.app.shealth,1595202618861,ca240fb1-f572-4a41-9542-d9fca7b5b632,8.9,,
47634,0,4,93,1595214281519,79.39,UTC+0900,,105,1595214180000,1.6666666,CHxXcBbd2u,1595214120000,com.sec.android.app.shealth,1595214281519,600a01e5-583b-401a-9378-a8a08fd34f77,3.16,,
,0,,31,1594528739000,23.862305,UTC+0900,,31,1594528739000,1.4051806,xUcHHNl7co,1594528680000,com.sec.android.app.shealth,1594528739000,7acee9b9-00d4-59de-878a-441782725114,1.0816803,,
,0,,25,1594529519000,18.05603,UTC+0900,,25,1594529519000,1.2702821,xUcHHNl7co,1594529460000,com.sec.android.app.shealth,1594529519000,cd542a68-4f0b-53d5-e475-ca0e88bc5884,0.8796387,,
37154,0,4,7,1595202619002,59.86,UTC+0900,,127,1595202480000,1.6111112,CHxXcBbd2u,1595202420000,com.sec.android.app.shealth,1595202619002,8baed80f-5d9b-4912-90eb-d8b680375f28,8.11,,
37026,0,4,24,1595202619180,55.54,UTC+0900,,107,1595202540000,1.5,CHxXcBbd2u,1595202480000,com.sec.android.app.shealth,1595202619180,39964763-621d-4d23-baf6-f698ed38c262,7.75,,
,0,,17,1594532999000,12.341431,UTC+0900,,17,1594532999000,1.2891282,xUcHHNl7co,1594532940000,com.sec.android.app.shealth,1594532947000,ff9755b6-2962-1759-b586-8ee3097417cd,0.6050186,,
56587,0,4,98,1595202619340,92.74,UTC+0900,,124,1595202600000,1.6388888,CHxXcBbd2u,1595202540000,com.sec.android.app.shealth,1595202619340,d4395ae5-6925-4c65-ad40-3beab940ef76,4.52,,
45145,0,4,91,1594538066482,71.48,UTC+0900,,91,1594537560000,1.5833334,CHxXcBbd2u,1594537500000,com.sec.android.app.shealth,1594538066482,40d7d004-227d-4e5d-b048-1c687a508f69,3.19,,
30893,0,4,38,1595202619419,47.160004,UTC+0900,,71,1595202660000,1.5265521,CHxXcBbd2u,1595202600000,com.sec.android.app.shealth,1595202700056,fd906406-4ff5-499a-9b65-72de83388031,3.28,,
18323,3,4,39,1595202700185,35.12,UTC+0900,,42,1595202720000,1.9166667,CHxXcBbd2u,1595202660000,com.sec.android.app.shealth,1595202700185,abe160c8-ac02-424b-a815-39202aba970c,1.55,,
60000,0,4,129,1594538066841,102.67,UTC+0900,,129,1594537860000,1.7111667,CHxXcBbd2u,1594537800000,com.sec.android.app.shealth,1594538066841,48e1d5b4-9a5c-4f26-9560-e1924f04fc59,3.95,,
4706,0,4,9,1594538696571,7.19,UTC+0900,,9,1594538700000,1.5277778,CHxXcBbd2u,1594538640000,com.sec.android.app.shealth,1594538699903,ac3793a6-8014-4ae7-b473-094017ab8ace,0.32999998,,
15075,0,4,34,1595071535412,27.22,UTC+0900,,34,1595071320000,1.8055556,CHxXcBbd2u,1595071260000,com.sec.android.app.shealth,1595071535412,8a8c1ec4-cfe5-49fe-8369-48206c0b9114,1.09,,
,0,,42,1595199659000,30.85227,UTC+0900,,42,1595199659000,1.4367738,xUcHHNl7co,1595199600000,com.sec.android.app.shealth,1595199659000,3f0fa20b-75ab-799c-a6d0-ccb6b3ce2214,1.4854357,,
20012,9,4,20,1595071535492,40.58,UTC+0900,,45,1595071380000,2.0277777,CHxXcBbd2u,1595071320000,com.sec.android.app.shealth,1595071535492,951f1fbb-c269-4e1c-865d-e69f92e11b3e,2.34,,
,0,,16,1595200199000,12.663485,UTC+0900,,16,1595200199000,1.6819546,xUcHHNl7co,1595200140000,com.sec.android.app.shealth,1595200199000,cfbe42aa-f2f3-bfe0-111c-c58822cc756a,0.55586195,,
,0,,86,1594537499000,68.410385,UTC+0900,,86,1594537499000,1.6964202,xUcHHNl7co,1594537440000,com.sec.android.app.shealth,1594537499000,2a42c119-fee4-67f0-579a-09e4d019c54f,2.9860134,,
,0,,42,1595200259000,32.503098,UTC+0900,,42,1595200259000,1.8633894,xUcHHNl7co,1595200200000,com.sec.android.app.shealth,1595200259000,d25bc295-75bf-83c0-2653-49bdd4d86035,1.4706995,,
7242,0,4,15,1595071535577,11.87,UTC+0900,,15,1595071440000,1.6388888,CHxXcBbd2u,1595071380000,com.sec.android.app.shealth,1595071535577,654e9b9c-5f6b-456d-a5f9-bf58ef729925,0.52,,
,0,,76,1594537799000,59.252014,UTC+0900,,76,1594537799000,1.5337038,xUcHHNl7co,1594537740000,com.sec.android.app.shealth,1594537799000,54bdab30-2cf0-47e8-24c2-0e5d29eab92c,2.6475048,,
,0,,27,1595200319000,19.470795,UTC+0900,,27,1595200319000,1.2182565,xUcHHNl7co,1595200260000,com.sec.android.app.shealth,1595200319000,2def9b1b-84f4-c906-0e22-a8e16abc1f8d,0.9633174,,
19118,0,4,36,1595071535686,27.65,UTC+0900,,36,1595071560000,1.4462245,CHxXcBbd2u,1595071500000,com.sec.android.app.shealth,1595071537319,cbb5fba6-cd2f-4205-ac26-948f6f076650,1.2999998,,
,0,,34,1595200379000,25.821053,UTC+0900,,34,1595200379000,1.5578375,xUcHHNl7co,1595200320000,com.sec.android.app.shealth,1595200379000,0eac2e0d-c1c3-ec30-cc2f-8a63826280cb,1.1870656,,
,0,,61,1594538099000,46.86725,UTC+0900,,61,1594538099000,1.4393799,xUcHHNl7co,1594538040000,com.sec.android.app.shealth,1594538099000,db1ce0b2-ade4-fd18-e565-a2a053ff012f,2.1304512,,
,0,,44,1595071259000,36.660156,UTC+0900,,44,1595071259000,1.9814032,xUcHHNl7co,1595071200000,com.sec.android.app.shealth,1595071259000,81631ec5-a2c6-42c2-9d32-f094a73cea87,1.6740723,,
,0,,20,1595200439000,15.429291,UTC+0900,,20,1595200439000,1.4684974,xUcHHNl7co,1595200380000,com.sec.android.app.shealth,1595200439000,a23e8d55-ae02-ec21-59a5-810b341544c3,0.69849825,,
,0,,16,1594538819000,11.483398,UTC+0900,,16,1594538819000,1.3132236,xUcHHNl7co,1594538760000,com.sec.android.app.shealth,1594538819000,6631785c-e8d5-f406-fc0c-c4259e907714,0.57001877,,
,0,,63,1595071319000,49.382812,UTC+0900,,63,1595071319000,1.543954,xUcHHNl7co,1595071260000,com.sec.android.app.shealth,1595071319000,65536148-02b9-d9d8-8a65-eae02b66725e,2.1894531,,
,12,,105,1595200499000,97.92456,UTC+0900,,117,1595200499000,1.9217772,xUcHHNl7co,1595200440000,com.sec.android.app.shealth,1595200499000,48d9c328-42f6-130d-a581-ccbcd753e6f5,4.562778,,
,0,,130,1595200559000,104.85571,UTC+0900,,130,1595200559000,1.8064148,xUcHHNl7co,1595200500000,com.sec.android.app.shealth,1595200559000,bb3c6b80-8d45-ada0-3426-86637e5ecc26,4.508643,,
,0,,35,1595071379000,29.195312,UTC+0900,,35,1595071379000,1.6541383,xUcHHNl7co,1595071320000,com.sec.android.app.shealth,1595071379000,71897bc4-d7d6-7611-67bc-f84b929f4eeb,1.3220215,,
,0,,18,1594549079000,14.151123,UTC+0900,,18,1594549079000,1.6059927,xUcHHNl7co,1594549020000,com.sec.android.app.shealth,1594549079000,2a15b5b7-5d2d-02cd-85b1-f6dcd98784dc,0.62804794,,
,0,,50,1595071439000,38.683594,UTC+0900,,50,1595071439000,1.6001128,xUcHHNl7co,1595071380000,com.sec.android.app.shealth,1595071439000,2839f083-a5a9-c9b0-a7fa-2319d348cedf,1.7446289,,
60000,0,4,119,1594558023403,97.95,UTC+0900,,126,1594557780000,1.6325,CHxXcBbd2u,1594557720000,com.sec.android.app.shealth,1594558023403,48d64321-0ec4-4c1a-bb90-6b7b27b0b859,4.7,,
,0,,40,1595071559000,30.730469,UTC+0900,,40,1595071559000,1.5671703,xUcHHNl7co,1595071500000,com.sec.android.app.shealth,1595071559000,4e91ddbe-a040-1575-687d-9283242d1f4d,1.392334,,
,0,,128,1595200619000,102.90079,UTC+0900,,128,1595200619000,1.781142,xUcHHNl7co,1595200560000,com.sec.android.app.shealth,1595200619000,a83e18c8-8e47-e428-b5c6-f0e11e9faef3,4.4396353,,
,0,,31,1595071679000,24.558594,UTC+0900,,31,1595071679000,1.5049024,xUcHHNl7co,1595071620000,com.sec.android.app.shealth,1595071679000,a099aa4d-9041-221b-681e-7e5cd942729e,1.0786133,,
7949,0,4,16,1594558027222,12.389999,UTC+0900,,16,1594558080000,1.5586207,CHxXcBbd2u,1594558020000,com.sec.android.app.shealth,1594558035185,4e809746-e47c-4296-aee4-c38edd2fdd2d,0.53,,
,0,,16,1595071739000,11.964844,UTC+0900,,16,1595071739000,1.3225147,xUcHHNl7co,1595071680000,com.sec.android.app.shealth,1595071739000,4e04ed26-5de7-15c3-6597-e98e55ed6244,0.56030273,,
,0,,41,1594557419000,31.682129,UTC+0900,,41,1594557419000,1.5179484,xUcHHNl7co,1594557360000,com.sec.android.app.shealth,1594557419000,d66bc1fc-0fbb-33cc-a68c-40539a60c9de,1.4302254,,
48044,0,4,99,1594484100396,78.28,UTC+0900,,99,1594484160000,1.6293218,CHxXcBbd2u,1594484100000,com.sec.android.app.shealth,1594484261011,03588336-d8d2-4dae-b2ee-8af88f066ef0,3.0,,
,18,,0,1595071919000,17.082031,UTC+0900,,18,1595071919000,2.5454109,xUcHHNl7co,1595071860000,com.sec.android.app.shealth,1595071919000,ef29e682-6ae4-558b-81b3-646e22aabe89,0.9399414,,
6988,0,4,13,1594485323876,9.9,UTC+0900,,13,1594484700000,1.4166666,CHxXcBbd2u,1594484640000,com.sec.android.app.shealth,1594485323876,8f8ed519-2375-4daa-800a-b550147f86ef,0.45,,
,0,,92,1594557719000,70.15283,UTC+0900,,92,1594557719000,1.426292,xUcHHNl7co,1594557660000,com.sec.android.app.shealth,1594557719000,dbfe3ed0-cc93-2730-2c46-ff878e4d76d1,3.2219925,,
,0,,58,1595072519000,45.808594,UTC+0900,,58,1595072519000,1.553098,xUcHHNl7co,1595072460000,com.sec.android.app.shealth,1595072519000,a517e47e-a40c-9907-ade8-5a8d33c60872,2.0161133,,
2100,0,4,7,1594509641547,5.7799997,UTC+0900,,7,1594509660000,2.7520478,CHxXcBbd2u,1594509600000,com.sec.android.app.shealth,1594509642093,ae19fbe7-ef75-4ec5-9de9-69a6d1102009,0.22,,
,0,,62,1594558019000,48.397827,UTC+0900,,62,1594558019000,1.616905,xUcHHNl7co,1594557960000,com.sec.android.app.shealth,1594558019000,514a106c-9ac2-bb7c-1106-809f069872e7,2.1581726,,
7523,0,4,16,1595084608945,12.970001,UTC+0900,,16,1595084640000,1.7239101,CHxXcBbd2u,1595084580000,com.sec.android.app.shealth,1595084610885,99d77ea5-cbc5-499a-8f05-f585e485c56d,0.52,,
8505,0,4,15,1594518240629,11.4800005,UTC+0900,,15,1594518300000,1.3497463,CHxXcBbd2u,1594518240000,com.sec.android.app.shealth,1594518242560,b067bd70-db55-409c-b5a5-7f7780a54ef0,0.52,,
,0,,67,1594558379000,52.725586,UTC+0900,,67,1594558379000,1.6173985,xUcHHNl7co,1594558320000,com.sec.android.app.shealth,1594558379000,45efaafc-07ef-f980-4244-38b7b33c17d8,2.3422623,,
3837,0,4,8,1595084988272,6.29,UTC+0900,,8,1595084700000,1.6388888,CHxXcBbd2u,1595084640000,com.sec.android.app.shealth,1595084988272,544ad1c3-744f-4346-abe6-0c3ef54e66be,0.27,,
,0,,72,1594558679000,57.486572,UTC+0900,,72,1594558679000,1.5906373,xUcHHNl7co,1594558620000,com.sec.android.app.shealth,1594558679000,73f85d9d-ba18-ce17-9a06-cf2778ae54cd,2.568901,,
3275,0,4,7,1594524723222,5.55,UTC+0900,,7,1594524780000,1.6944444,CHxXcBbd2u,1594524720000,com.sec.android.app.shealth,1594524723800,7e433dd8-5aa1-47d1-b7b1-1cea20ecfbff,0.24,,
3915,0,4,7,1595086001621,5.33,UTC+0900,,7,1595086020000,1.3611112,CHxXcBbd2u,1595085960000,com.sec.android.app.shealth,1595086001878,635a7a02-4676-45f1-9884-7f97cfdc195d,0.25,,
,0,,18,1594559099000,14.265137,UTC+0900,,18,1594559099000,1.7199391,xUcHHNl7co,1594559040000,com.sec.android.app.shealth,1594559099000,adaa3d06-6f82-fab8-c4fb-cba2c9040b77,0.6251373,,
38097,2,4,75,1594527106169,62.580006,UTC+0900,,77,1594527120000,1.6426324,CHxXcBbd2u,1594527060000,com.sec.android.app.shealth,1594527119716,595ccc61-9c36-4b6e-86fe-632ba70bdeba,2.6799994,,
7073,0,4,17,1595089002633,13.609999,UTC+0900,,17,1595089020000,1.9242032,CHxXcBbd2u,1595088960000,com.sec.android.app.shealth,1595089016991,eb643efa-59cb-4cef-a323-858843164581,0.56999993,,
,0,,6,1595215619000,4.7233887,UTC+0900,,6,1595215619000,1.6268088,xUcHHNl7co,1595215560000,com.sec.android.app.shealth,1595215619000,0595699a-f9c8-7f30-cff0-423ef22977a4,0.20857239,,
5477,0,4,10,1595089032682,7.76,UTC+0900,,10,1595089080000,1.4166666,CHxXcBbd2u,1595089020000,com.sec.android.app.shealth,1595089032688,4b0d44ee-f5b9-4504-9e18-55a1b242e545,0.35,,
,0,,25,1595215679000,18.527832,UTC+0900,,25,1595215679000,1.3311188,xUcHHNl7co,1595215620000,com.sec.android.app.shealth,1595215679000,4c849ddb-22ec-e289-7d7a-6e5a515c6ea6,0.8711853,,
51904,0,4,119,1594527995456,96.6,UTC+0900,,119,1594527360000,1.8611112,CHxXcBbd2u,1594527300000,com.sec.android.app.shealth,1594527995456,bb06f130-8698-46a0-9e95-348b1ce7916d,3.69,,
,0,,27,1595215799000,20.92749,UTC+0900,,27,1595215799000,1.5712743,xUcHHNl7co,1595215740000,com.sec.android.app.shealth,1595215799000,4fddbad1-7ff8-472a-4779-4133ffa64778,0.94062805,,
,0,,3,1595072579000,2.4257812,UTC+0900,,3,1595072579000,1.8294133,xUcHHNl7co,1595072520000,com.sec.android.app.shealth,1595072579000,99c5a482-ba2c-06aa-1ac7-d9fbc555543a,0.104003906,,
11361,0,4,20,1594528105950,15.9,UTC+0900,,20,1594528140000,1.3995092,CHxXcBbd2u,1594528080000,com.sec.android.app.shealth,1594528504124,7d848b60-859a-4643-917c-d4332790c473,0.69,,
,0,,56,1595216039000,42.918945,UTC+0900,,56,1595216039000,1.4095623,xUcHHNl7co,1595215980000,com.sec.android.app.shealth,1595216039000,1c046262-2ccc-3eb2-d277-0be529364610,1.9563141,,
,0,,19,1595072699000,15.03125,UTC+0900,,19,1595072699000,1.6571112,xUcHHNl7co,1595072640000,com.sec.android.app.shealth,1595072699000,4c26b968-aabf-d10e-e710-c9f375af86d0,0.6594238,,
60000,0,4,120,1595214281560,93.58,UTC+0900,,120,1595214240000,1.5596666,CHxXcBbd2u,1595214180000,com.sec.android.app.shealth,1595214281560,3e9c6fa6-33db-4bcb-b72c-2ee3aa9d3b23,3.69,,
,0,,39,1595216159000,30.636475,UTC+0900,,39,1595216159000,1.5314807,xUcHHNl7co,1595216100000,com.sec.android.app.shealth,1595216159000,ca87e136-8b49-f2b4-4dbd-49fcc6ad028b,1.3562775,,
32638,19,4,55,1594528504581,77.97,UTC+0900,,90,1594528380000,2.3888888,CHxXcBbd2u,1594528320000,com.sec.android.app.shealth,1594528504581,c0984131-df23-451d-8676-3df72d92cde5,3.99,,
58629,0,4,118,1594538066274,92.83,UTC+0900,,118,1594537380000,1.5833334,CHxXcBbd2u,1594537320000,com.sec.android.app.shealth,1594538066274,f22a690d-4d4e-409f-bc70-003a266f530a,3.63,,
,0,,93,1595216279000,72.40674,UTC+0900,,93,1595216279000,1.6598125,xUcHHNl7co,1595216220000,com.sec.android.app.shealth,1595216279000,a3974f7d-fa54-e8e2-849c-a48caf136377,3.2456055,,
51909,0,4,91,1595214281600,75.54999,UTC+0900,,99,1595214300000,1.4554219,CHxXcBbd2u,1595214240000,com.sec.android.app.shealth,1595214856033,a6cfc906-4209-4aa6-a3cc-c6c5069dddcb,3.4199998,,
13419,0,4,17,1594528736463,20.13,UTC+0900,,29,1594528740000,1.5,CHxXcBbd2u,1594528680000,com.sec.android.app.shealth,1594528736463,56e7bd84-0b92-4b55-a5e6-40c48fa7fa6d,1.31,,
,12,,31,1595216399000,38.88916,UTC+0900,,43,1595216399000,2.7570057,xUcHHNl7co,1595216340000,com.sec.android.app.shealth,1595216399000,916fa4b1-0969-20a6-2d0b-27c9814fb487,2.0484467,,
57936,0,4,122,1594538066641,96.56,UTC+0900,,122,1594537680000,1.6666666,CHxXcBbd2u,1594537620000,com.sec.android.app.shealth,1594538066641,a2e00589-43ca-41b7-90ce-7a4e661543db,3.95,,
39385,5,4,89,1594528973484,79.990005,UTC+0900,,94,1594528980000,2.0309572,CHxXcBbd2u,1594528920000,com.sec.android.app.shealth,1594529297181,d6661795-d34c-4f59-b231-219d0a3d0a6f,3.21,,
3938,0,4,7,1595218856194,5.31,UTC+0900,,7,1595218860000,1.3483739,CHxXcBbd2u,1595218800000,com.sec.android.app.shealth,1595218856533,71b32ffc-85e7-47a9-ad2b-ec3d0531916a,0.24,,
18782,0,4,35,1595214856164,27.13,UTC+0900,,35,1595214360000,1.4444444,CHxXcBbd2u,1595214300000,com.sec.android.app.shealth,1595214856164,84dc9413-5f11-42fe-ba06-5f335fe53ad2,1.22,,
3105,0,4,7,1594529297488,5.52,UTC+0900,,7,1594529220000,1.7777778,CHxXcBbd2u,1594529160000,com.sec.android.app.shealth,1594529297488,d597eb9d-0676-4aea-9bbd-878681cbfa17,0.24,,
3797,0,4,8,1595218963545,6.5,UTC+0900,,8,1595218980000,1.7116443,CHxXcBbd2u,1595218920000,com.sec.android.app.shealth,1595218964609,4d9319a0-9923-4fe9-9db8-036ffce8d080,0.26,,
36751,0,4,71,1594538066953,59.21,UTC+0900,,74,1594537980000,1.6111112,CHxXcBbd2u,1594537920000,com.sec.android.app.shealth,1594538066953,8c2f7b9e-29ea-462a-ba52-ef5658495f67,2.54,,
16234,0,4,30,1595219250667,23.040003,UTC+0900,,30,1595219280000,1.4192117,CHxXcBbd2u,1595219220000,com.sec.android.app.shealth,1595219264434,cc34992f-2482-47e2-97d9-2817801200e0,1.08,,
9872,0,4,18,1594529408218,13.800001,UTC+0900,,18,1594529460000,1.397833,CHxXcBbd2u,1594529400000,com.sec.android.app.shealth,1594529412140,19c37304-10a2-4871-be98-13a6c621e569,0.6099999,,
12506,0,4,23,1595214856224,18.76,UTC+0900,,23,1595214420000,1.5,CHxXcBbd2u,1595214360000,com.sec.android.app.shealth,1595214856224,c0ae904d-f83d-43de-bf17-ed183d5fc304,0.88,,
,0,,26,1595219039000,19.980713,UTC+0900,,26,1595219039000,1.5790861,xUcHHNl7co,1595218980000,com.sec.android.app.shealth,1595219039000,65d5036a-dee6-f6b3-64ce-55268e7a920c,0.90878296,,
,0,,28,1594537319000,21.955105,UTC+0900,,28,1594537319000,1.4844865,xUcHHNl7co,1594537260000,com.sec.android.app.shealth,1594537319000,48d030b7-e83e-af9e-a5b5-e3bbe24e1164,1.013171,,
22043,0,4,44,1595215306294,34.29,UTC+0900,,44,1595215260000,1.5555556,CHxXcBbd2u,1595215200000,com.sec.android.app.shealth,1595215306294,7e3f44af-3d11-488f-9f0f-5be7d841f17b,1.41,,
,0,,17,1594524839000,12.217602,UTC+0900,,17,1594524839000,1.2473223,xUcHHNl7co,1594524780000,com.sec.android.app.shealth,1594524839000,a0940df4-2f50-f8a8-49a1-b18ec003664b,0.6065843,,
,0,,25,1595219279000,18.263184,UTC+0900,,25,1595219279000,1.2741582,xUcHHNl7co,1595219220000,com.sec.android.app.shealth,1595219279000,61aa89c3-0bc4-71fa-a7e1-87e0e04b48df,0.88409424,,
,0,,43,1595220659000,34.73999,UTC+0900,,43,1595220659000,1.6041899,xUcHHNl7co,1595220600000,com.sec.android.app.shealth,1595220659000,caa19a4a-ccf1-f55a-25d7-2ef461f7c85c,1.6102905,,
52437,0,4,97,1595215306349,79.86998,UTC+0900,,97,1595215320000,1.5231364,CHxXcBbd2u,1595215260000,com.sec.android.app.shealth,1595215506189,47b4f3e5-6f24-4fd3-9045-e1bc7351ee73,3.4199996,,
,15,,0,1594525259000,15.400307,UTC+0900,,15,1594525259000,2.1653318,xUcHHNl7co,1594525200000,com.sec.android.app.shealth,1594525259000,3a924ae8-d795-403c-3d54-e4409674bb94,1.0326009,,
60000,0,4,122,1595215506325,95.11,UTC+0900,,122,1595215380000,1.5851667,CHxXcBbd2u,1595215320000,com.sec.android.app.shealth,1595215506325,1184dadc-141e-4539-9229-38f8cdc0824d,3.86,,
,0,,9,1594525559000,7.246155,UTC+0900,,9,1594525559000,1.796934,xUcHHNl7co,1594525500000,com.sec.android.app.shealth,1594525559000,f43359d0-a4e6-9260-8720-dd59dbf818a8,0.31220627,,
,0,,17,1595220719000,13.390625,UTC+0900,,17,1595220719000,1.6273941,xUcHHNl7co,1595220660000,com.sec.android.app.shealth,1595220719000,646d04de-7a5d-6849-0f91-57f83aa0e880,0.59095764,,
59000,0,4,89,1595215506420,73.75,UTC+0900,,102,1595215440000,1.25,CHxXcBbd2u,1595215380000,com.sec.android.app.shealth,1595215506420,459b844f-c49f-4aac-89e8-f042f0bbcc91,4.31,,
,26,,26,1594526039000,45.837677,UTC+0900,,52,1594526039000,1.9257072,xUcHHNl7co,1594525980000,com.sec.android.app.shealth,1594526039000,ce283edf-aeeb-60e3-707d-c8a1338fa07b,2.4711695,,
,0,,33,1595220959000,24.566162,UTC+0900,,33,1595220959000,1.4515973,xUcHHNl7co,1595220900000,com.sec.android.app.shealth,1595220959000,c771efd5-d2a9-18ae-4a0d-1e5e90034b10,1.1594543,,
58946,0,4,107,1595215506497,81.87,UTC+0900,,107,1595215500000,1.3888888,CHxXcBbd2u,1595215440000,com.sec.android.app.shealth,1595215506497,988488b4-e741-4415-8746-2edafddedc8f,4.03,,
,0,,88,1594537619000,68.746765,UTC+0900,,88,1594537619000,1.5610332,xUcHHNl7co,1594537560000,com.sec.android.app.shealth,1594537619000,a7fa3d19-3ca3-9a9f-3d0f-41d5bf5a48d7,3.0636177,,
,0,,56,1594526639000,43.24893,UTC+0900,,56,1594526639000,1.6101607,xUcHHNl7co,1594526580000,com.sec.android.app.shealth,1594526639000,26604482-2bc8-1c9c-2ecf-5535582bae67,1.9598694,,
51545,0,4,77,1595215506557,71.880005,UTC+0900,,99,1595215560000,1.3944867,CHxXcBbd2u,1595215500000,com.sec.android.app.shealth,1595216105098,ecc78c00-0ec8-43c2-b977-f8dad6bf640e,4.21,,
,0,,107,1594537919000,83.236145,UTC+0900,,107,1594537919000,1.5526245,xUcHHNl7co,1594537860000,com.sec.android.app.shealth,1594537919000,1f47e26b-2586-040b-6283-1a48b3f2d4c9,3.7263355,,
,0,,60,1594526879000,46.56891,UTC+0900,,60,1594526879000,1.7473737,xUcHHNl7co,1594526820000,com.sec.android.app.shealth,1594526879000,9a625b4c-4219-13b5-c075-357eb7f5637f,2.0975704,,
,0,,11,1594538219000,8.305725,UTC+0900,,11,1594538219000,1.467056,xUcHHNl7co,1594538160000,com.sec.android.app.shealth,1594538219000,e29b4599-29c7-49d2-a286-8fe4ff260390,0.3862114,,
1446,0,4,3,1595216105258,2.37,UTC+0900,,3,1595215620000,1.6388888,CHxXcBbd2u,1595215560000,com.sec.android.app.shealth,1595216105258,2a9cb1d5-bb2e-4a88-abf3-2ab0c044409b,0.09,,
2588,0,4,6,1594539247918,4.89,UTC+0900,,6,1594539300000,1.8888887,CHxXcBbd2u,1594539240000,com.sec.android.app.shealth,1594539247918,a6fb2d65-6e8a-4ccd-9ca5-43742b032a59,0.21,,
,0,,75,1594527119000,58.83557,UTC+0900,,75,1594527119000,1.6271212,xUcHHNl7co,1594527060000,com.sec.android.app.shealth,1594527119000,0281b779-d39b-f9fe-2c63-cca4c87ed1af,2.6096306,,
12246,0,4,23,1595216105389,18.37,UTC+0900,,23,1595215680000,1.5,CHxXcBbd2u,1595215620000,com.sec.android.app.shealth,1595216105389,9ab7c61e-b1de-4964-9e4a-da681657097c,0.77,,
17988,0,4,36,1595216105480,31.98,UTC+0900,,36,1595215800000,1.7777778,CHxXcBbd2u,1595215740000,com.sec.android.app.shealth,1595216105480,c292fa0f-802c-4c13-b32c-c5590b6c35df,1.66,,
,0,,126,1594527359000,100.314575,UTC+0900,,126,1594527359000,1.7087498,xUcHHNl7co,1594527300000,com.sec.android.app.shealth,1594527359000,b169347c-ad11-ebda-68e8-b10b82235a27,4.3734627,,
,0,,84,1595221019000,65.60449,UTC+0900,,84,1595221019000,1.6321414,xUcHHNl7co,1595220960000,com.sec.android.app.shealth,1595221019000,e22fd63d-156d-d312-e2dc-4e4710d7c234,2.9256287,,
9646,0,4,20,1595216105594,15.81,UTC+0900,,20,1595215860000,1.6388891,CHxXcBbd2u,1595215800000,com.sec.android.app.shealth,1595216105594,4bac7493-de49-456e-ab66-0924a9b33a6e,0.63,,
,0,,15,1594527959000,11.914917,UTC+0900,,15,1594527959000,1.6903243,xUcHHNl7co,1594527900000,com.sec.android.app.shealth,1594527959000,f5a1aa39-b3e4-7993-f441-ff234c194494,0.5211792,,
,0,,64,1595227619000,48.870117,UTC+0900,,64,1595227619000,1.4892901,xUcHHNl7co,1595227560000,com.sec.android.app.shealth,1595227619000,ae82a7c2-3d1f-3c23-9b07-1e234f383c0f,2.2349854,,
18033,0,4,35,1595216105714,27.05,UTC+0900,,35,1595216040000,1.5,CHxXcBbd2u,1595215980000,com.sec.android.app.shealth,1595216105714,b8e497ff-2fd4-469c-b683-aa4338209056,1.18,,
,0,,48,1594529159000,39.224976,UTC+0900,,48,1594529159000,1.80986,xUcHHNl7co,1594529100000,com.sec.android.app.shealth,1594529159000,548d7c91-d21b-63a8-12f5-bd738be1f377,1.8079376,,
,0,,16,1595227679000,12.253906,UTC+0900,,16,1595227679000,1.4227067,xUcHHNl7co,1595227620000,com.sec.android.app.shealth,1595227679000,671c4d3f-1fe1-8405-d8e3-1ad26e1cab00,0.5609894,,
,11,,22,1594551359000,27.586182,UTC+0900,,33,1594551359000,1.9227148,xUcHHNl7co,1594551300000,com.sec.android.app.shealth,1594551359000,7b79387c-5380-19ac-07e6-40931efe63b6,1.3094139,,
